Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Colwill,Chelsea,DEF,5.0,8.0,OK,1.6,0.4,1.0,8.0,CHE,1134.7619047619046,1140.428571428571,1140.428571428571,0.01
Keane,Everton,DEF,5.0,131.0,OK,26.2,6.9,1.0,131.0,EVE,1125.4761904761904,1200.3333333333333,1200.3333333333333,0.11
B.Fernandes,Man Utd,MID,12.0,235.0,OK,19.58,12.4,1.0,235.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.22
Szoboszlai,Liverpool,MID,7.0,160.0,OK,22.86,8.4,1.0,160.0,LIV,1124.0,1121.3333333333333,1124.0,0.14
Mbeumo,Man Utd,MID,8.0,148.0,OK,18.5,7.8,1.0,148.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.14
Semenyo,Man City,MID,8.5,202.0,OK,23.76,10.6,1.0,202.0,MCI,1155.2380952380952,1186.6666666666665,1155.2380952380952,0.17
Tzolis,Arsenal,MID,6.5,136.0,OK,20.92,7.2,1.0,136.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.12
Rogers,Chelsea,MID,7.5,169.0,OK,22.53,8.9,1.0,169.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.15
Rice,Arsenal,MID,7.5,184.0,OK,24.53,9.7,1.0,184.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.16
Ndiaye,Everton,MID,6.0,128.0,OK,21.33,6.7,1.0,128.0,EVE,1125.4761904761904,1200.3333333333333,1125.4761904761904,0.11
Groß,Brighton,MID,5.5,78.0,OK,14.18,4.1,1.0,78.0,BHA,1177.285714285714,1207.0,1177.285714285714,0.07
Wirtz,Liverpool,MID,7.5,125.0,OK,16.67,6.6,1.0,125.0,LIV,1124.0,1121.3333333333333,1124.0,0.11
Hughes,Crystal Palace,MID,4.5,45.0,OK,10.0,2.4,1.0,45.0,CRY,1158.1904761904761,1190.2857142857142,1158.1904761904761,0.04
Gibbs-White,Nott'm Forest,MID,8.0,188.0,OK,23.5,9.9,1.0,188.0,NFO,1163.095238095238,1213.3333333333333,1163.095238095238,0.16
Palmer,Chelsea,MID,9.5,114.0,OK,12.0,6.0,1.0,114.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.1
Cunha,Man Utd,MID,8.0,143.0,OK,17.88,7.5,1.0,143.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.13
E.Le Fée,Sunderland,MID,6.0,147.0,OK,24.5,7.7,1.0,147.0,SUN,1128.4285714285713,1119.0,1128.4285714285713,0.13
Saka,Arsenal,MID,9.5,157.0,OK,16.53,8.3,1.0,157.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.14
Ødegaard,Arsenal,MID,6.5,74.0,OK,11.38,3.9,1.0,74.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.07
Cherki,Man City,MID,7.5,135.0,OK,18.0,7.1,1.0,135.0,MCI,1155.2380952380952,1186.6666666666665,1155.2380952380952,0.12
Anderson,Man City,MID,6.5,180.0,OK,27.69,9.5,1.0,180.0,MCI,1155.2380952380952,1186.6666666666665,1155.2380952380952,0.16
Wilson,Leeds,MID,6.5,168.0,OK,25.85,8.8,1.0,168.0,LEE,1133.4761904761904,1188.7142857142858,1133.4761904761904,0.15
Enzo,Chelsea,MID,7.0,157.0,OK,22.43,8.3,1.0,157.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.14
Foden,Man City,MID,7.0,131.0,OK,18.71,6.9,1.0,131.0,MCI,1155.2380952380952,1186.6666666666665,1155.2380952380952,0.11
Xhaka,Sunderland,MID,5.5,124.0,OK,22.55,6.5,1.0,124.0,SUN,1128.4285714285713,1119.0,1128.4285714285713,0.11
Sarr,Crystal Palace,MID,6.5,71.0,DOUBT,10.92,3.7,1.0,71.0,CRY,1158.1904761904761,1190.2857142857142,1158.1904761904761,0.06
Tonali,Spurs,MID,5.5,81.0,OK,14.73,4.3,1.0,81.0,TOT,1117.7619047619046,1178.7619047619048,1117.7619047619046,0.07
Caicedo,Chelsea,MID,5.5,110.0,OK,20.0,5.8,1.0,110.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.1
M.Sangaré,Brentford,MID,5.5,89.0,OK,16.18,4.7,1.0,89.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.08
Gomez,Brighton,MID,5.0,97.0,OK,19.4,5.1,1.0,97.0,BHA,1177.285714285714,1207.0,1177.285714285714,0.08
Bruno G.,Arsenal,MID,7.0,154.0,DOUBT,22.0,8.1,1.0,154.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.14
Schade,Brentford,MID,6.0,125.0,OK,20.83,6.6,1.0,125.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.11
Dewsbury-Hall,Everton,MID,6.5,151.0,OK,23.23,7.9,1.0,151.0,EVE,1125.4761904761904,1200.3333333333333,1125.4761904761904,0.13
Gakpo,Liverpool,MID,7.0,131.0,OK,18.71,6.9,1.0,131.0,LIV,1124.0,1121.3333333333333,1124.0,0.12
McGinn,Aston Villa,MID,5.5,103.0,OK,18.73,5.4,1.0,103.0,AVL,1181.8095238095239,1202.2380952380954,1181.8095238095239,0.09
Slater,Hull City,MID,4.5,94.0,OK,20.89,4.9,1.0,94.0,HUL,1151.2380952380954,1223.5714285714282,1151.2380952380954,0.08
Rayan,Bournemouth,MID,6.5,67.0,OK,10.31,3.5,1.0,67.0,BOU,1175.3333333333333,1239.142857142857,1175.3333333333333,0.06
Tielemans,Man Utd,MID,6.0,68.0,OK,11.33,3.6,1.0,68.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.06
Eze,Arsenal,MID,6.5,113.0,OK,17.38,5.9,1.0,113.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.1
Gravenberch,Liverpool,MID,6.0,144.0,OK,24.0,7.6,1.0,144.0,LIV,1124.0,1121.3333333333333,1124.0,0.13
Fernandes,Spurs,MID,6.0,235.0,OK,39.17,12.4,1.0,235.0,TOT,1117.7619047619046,1178.7619047619048,1117.7619047619046,0.21
Mac Allister,Liverpool,MID,5.5,108.0,OK,19.64,5.7,1.0,108.0,LIV,1124.0,1121.3333333333333,1124.0,0.1
Tavernier,Bournemouth,MID,6.0,137.0,OK,22.83,7.2,1.0,137.0,BOU,1175.3333333333333,1239.142857142857,1175.3333333333333,0.12
Reed,Fulham,MID,4.5,15.0,OK,3.33,0.8,1.0,15.0,FUL,1157.7142857142858,1198.2857142857142,1157.7142857142858,0.01
Rashford,Man Utd,MID,7.0,147.0,OK,21.0,7.7,1.0,147.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.14
Scott,Bournemouth,MID,6.0,136.0,OK,22.67,7.2,1.0,136.0,BOU,1175.3333333333333,1239.142857142857,1175.3333333333333,0.12
McAteer,Ipswich Town,MID,4.5,94.0,OK,20.89,4.9,1.0,94.0,IPS,1188.952380952381,1188.5238095238094,1188.952380952381,0.08
Amad,Man Utd,MID,6.0,91.0,DOUBT,15.17,4.8,1.0,91.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.08
Buendía,Aston Villa,MID,6.0,102.0,OK,17.0,5.4,1.0,102.0,AVL,1181.8095238095239,1202.2380952380954,1181.8095238095239,0.09
Neto,Chelsea,MID,6.5,125.0,OK,19.23,6.6,1.0,125.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.11
Ampadu,Leeds,MID,5.5,134.0,OK,24.36,7.1,1.0,134.0,LEE,1133.4761904761904,1188.7142857142858,1133.4761904761904,0.12
Maddison,Spurs,MID,6.5,3.0,OK,0.46,0.2,1.0,3.0,TOT,1117.7619047619046,1178.7619047619048,1117.7619047619046,0.0
Yarmoliuk,Brentford,MID,5.0,105.0,OK,21.0,5.5,1.0,105.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.09
Estêvão,Chelsea,MID,6.5,58.0,OK,8.92,3.1,1.0,58.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.05
Dorgu,Man Utd,MID,6.0,126.0,OK,21.0,6.6,1.0,126.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.12
Kluivert,Bournemouth,MID,6.0,41.0,OK,6.83,2.2,1.0,41.0,BOU,1175.3333333333333,1239.142857142857,1175.3333333333333,0.03
O.Dango,Brentford,MID,6.5,136.0,OK,20.92,7.2,1.0,136.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.12
Ngumoha,Liverpool,MID,6.0,43.0,OK,7.17,2.3,1.0,43.0,LIV,1124.0,1121.3333333333333,1124.0,0.04
Zubimendi,Arsenal,MID,5.5,133.0,OK,24.18,7.0,1.0,133.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.12
Stach,Leeds,MID,6.0,137.0,OK,22.83,7.2,1.0,137.0,LEE,1133.4761904761904,1188.7142857142858,1133.4761904761904,0.12
Haaland,Man City,FWD,15.5,239.0,OK,15.42,12.6,1.1,262.9,MCI,1155.2380952380952,1186.6666666666665,1155.2380952380952,0.23
João Pedro,Chelsea,FWD,7.5,177.0,OK,23.6,9.3,1.0,177.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.16
Calvert-Lewin,Leeds,FWD,6.0,142.0,OK,23.67,7.5,1.0,142.0,LEE,1133.4761904761904,1188.7142857142858,1133.4761904761904,0.13
Thiago,Brentford,FWD,8.0,181.0,OK,22.62,9.5,1.0,181.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.16
Isak,Liverpool,FWD,9.0,41.0,OK,4.56,2.2,1.0,41.0,LIV,1124.0,1121.3333333333333,1124.0,0.04
Brobbey,Sunderland,FWD,6.0,92.0,OK,15.33,4.8,1.0,92.0,SUN,1128.4285714285713,1119.0,1128.4285714285713,0.08
Watkins,Aston Villa,FWD,8.0,167.0,OK,20.88,8.8,1.0,167.0,AVL,1181.8095238095239,1202.2380952380954,1181.8095238095239,0.14
Gyökeres,Arsenal,FWD,7.5,128.0,OK,17.07,6.7,1.0,128.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.11
Kusi-Asare,Fulham,FWD,4.5,6.0,OK,1.33,0.3,1.0,6.0,FUL,1157.7142857142858,1198.2857142857142,1157.7142857142858,0.01
Havertz,Arsenal,FWD,7.5,36.0,OK,4.8,1.9,1.0,36.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.03
Mateta,Crystal Palace,FWD,6.5,114.0,OK,17.54,6.0,1.0,114.0,CRY,1158.1904761904761,1190.2857142857142,1158.1904761904761,0.1
Igor Jesus,Nott'm Forest,FWD,6.0,114.0,OK,19.0,6.0,1.0,114.0,NFO,1163.095238095238,1213.3333333333333,1163.095238095238,0.1
Richarlison,Spurs,FWD,6.0,119.0,OK,19.83,6.3,1.0,119.0,TOT,1117.7619047619046,1178.7619047619048,1117.7619047619046,0.11
Beto,Everton,FWD,5.5,104.0,OK,18.91,5.5,1.0,104.0,EVE,1125.4761904761904,1200.3333333333333,1125.4761904761904,0.09
Evanilson,Bournemouth,FWD,6.0,115.0,OK,19.17,6.1,1.0,115.0,BOU,1175.3333333333333,1239.142857142857,1175.3333333333333,0.1
Walle Egeli,Ipswich Town,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0,IPS,1188.952380952381,1188.5238095238094,1188.952380952381,0.08
Gonzalo,Fulham,FWD,6.0,120.0,OK,20.0,6.3,1.0,120.0,FUL,1157.7142857142858,1198.2857142857142,1157.7142857142858,0.1
Woltemade,Newcastle,FWD,6.0,108.0,OK,18.0,5.7,1.0,108.0,NEW,1159.3809523809523,1240.2380952380952,1159.3809523809523,0.09
Wood,Nott'm Forest,FWD,6.0,41.0,OK,6.83,2.2,1.0,41.0,NFO,1163.095238095238,1213.3333333333333,1163.095238095238,0.04
Scarlett,Spurs,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0,TOT,1117.7619047619046,1178.7619047619048,1117.7619047619046,0.08
Wissa,Newcastle,FWD,6.0,27.0,OK,4.5,1.4,1.0,27.0,NEW,1159.3809523809523,1240.2380952380952,1159.3809523809523,0.02
Barry,Everton,FWD,5.5,95.0,OK,17.27,5.0,1.0,95.0,EVE,1125.4761904761904,1200.3333333333333,1125.4761904761904,0.08
Solanke,Spurs,FWD,6.0,40.0,OK,6.67,2.1,1.0,40.0,TOT,1117.7619047619046,1178.7619047619048,1117.7619047619046,0.04
McBurnie,Hull City,FWD,5.5,110.0,OK,20.0,5.8,1.0,110.0,HUL,1151.2380952380954,1223.5714285714282,1151.2380952380954,0.1
Šeško,Man Utd,FWD,7.0,111.0,OK,15.86,5.8,1.0,111.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.1
Welbeck,Chelsea,FWD,6.0,126.0,DOUBT,21.0,6.6,1.0,126.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.11
Obi,Man Utd,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.08
Marmoush,Man City,FWD,7.0,140.0,OK,20.0,7.4,1.0,140.0,MCI,1155.2380952380952,1186.6666666666665,1155.2380952380952,0.12
Osula,Newcastle,FWD,6.0,76.0,OK,12.67,4.0,1.0,76.0,NEW,1159.3809523809523,1240.2380952380952,1159.3809523809523,0.07
Isidor,Sunderland,FWD,5.5,74.0,OK,13.45,3.9,1.0,74.0,SUN,1128.4285714285713,1119.0,1128.4285714285713,0.07
Furo,Brentford,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.08
Georginio,Brighton,FWD,5.5,110.0,OK,20.0,5.8,1.0,110.0,BHA,1177.285714285714,1207.0,1177.285714285714,0.09
Simms,Coventry City,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0,COV,1224.095238095238,1180.4285714285713,1224.095238095238,0.08
Thomas-Asante,Coventry City,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0,COV,1224.095238095238,1180.4285714285713,1224.095238095238,0.08
Awoniyi,Coventry City,FWD,5.5,43.0,OK,7.82,2.3,1.0,43.0,COV,1224.095238095238,1180.4285714285713,1224.095238095238,0.04
