Icon,Surname,Full_Info,Team,Appearances,Time Played - Exact,Goals From Penalties,Goals From Set Plays,Headed Goal Attempts From Set Plays,Shots From Set Plays,Corners,Corners - Successful,Crosses From Free Kick,Crosses From Free Kick - Successful,Mins,Mins_90s,Corners_per_90,FK_Crosses_per_90,SetPieceShots_per_90,Club
,Hill,"Hill (James) James Hill (Bournemouth, Defender)",BOU,29,2140,0,0,8,11,0,0,0,0,2140,23.77777777777778,0.0,0.0,0.46,Bournemouth
,Hincapie,"Hincapie Piero Hincapie (Arsenal, Defender)",ARS,25,1823,0,0,0,1,0,0,0,0,1823,20.255555555555556,0.0,0.0,0.05,Arsenal
,Hinshelwood,"Hinshelwood Jack Hinshelwood (Brighton and Hove Albion, Midfielder)",BHA,27,1758,0,0,6,8,1,0,0,0,1758,19.533333333333335,0.05,0.0,0.41,Brighton and Hove Albion
,Hoever,"Hoever Ki-Jana Hoever (Wolverhampton Wanderers, Defender)",WOL,8,427,0,0,0,0,0,0,0,0,427,4.7444444444444445,0.0,0.0,0.0,WOL
,Howell,"Howell Harry Howell (Brighton and Hove Albion, Midfielder)",BHA,3,106,0,0,0,0,0,0,0,0,106,1.1777777777777778,0.0,0.0,0.0,Brighton and Hove Albion
,Hudson-Odoi,"Hudson-Odoi Callum Hudson-Odoi (Nottingham Forest, Midfielder)",NFO,30,1875,0,0,0,2,7,2,0,0,1875,20.833333333333332,0.34,0.0,0.1,Nottingham Forest
,Hughes,"Hughes Will Hughes (Crystal Palace, Midfielder)",CRY,31,1641,0,0,0,5,23,11,8,0,1641,18.233333333333334,1.26,0.44,0.27,Crystal Palace
,Hume,"Hume Trai Hume (Sunderland, Defender)",SUN,38,3062,0,0,3,11,22,6,14,1,3062,34.022222222222226,0.65,0.41,0.32,Sunderland
,Humphreys,"Humphreys Bashir Humphreys (Burnley, Defender)",BUR,20,1592,0,0,3,5,0,0,0,0,1592,17.68888888888889,0.0,0.0,0.28,BUR
,Hutchinson,"Hutchinson Omari Hutchinson (Nottingham Forest, Midfielder)",NFO,31,1740,0,0,0,5,45,5,4,0,1740,19.333333333333332,2.33,0.21,0.26,Nottingham Forest
,Hwang Hee-Chan,"Hwang Hee-Chan Hee-Chan Hwang (Wolverhampton Wanderers, Midfielder)",WOL,26,1479,1,0,1,7,6,1,1,0,1479,16.433333333333334,0.37,0.06,0.43,WOL
,Iroegbunam,"Iroegbunam Tim Iroegbunam (Everton, Midfielder)",EVE,29,1547,0,0,0,5,0,0,0,0,1547,17.18888888888889,0.0,0.0,0.29,Everton
,Irving,"Irving Andy Irving (West Ham United, Midfielder)",WHU,7,185,0,0,0,0,12,2,1,0,185,2.0555555555555554,5.84,0.49,0.0,WHU
,Isak,"Isak Alexander Isak (Liverpool, Forward)",LIV,14,716,0,1,1,3,0,0,0,0,716,7.955555555555556,0.0,0.0,0.38,Liverpool
,Isidor,"Isidor Wilson Isidor (Sunderland, Forward)",SUN,32,1280,0,1,1,4,0,0,0,0,1280,14.222222222222221,0.0,0.0,0.28,Sunderland
,Iwobi,"Iwobi Alex Iwobi (Fulham, Midfielder)",FUL,29,2406,0,0,0,8,41,13,4,3,2406,26.733333333333334,1.53,0.15,0.3,Fulham
,James,"James (Daniel) Daniel James (Leeds United, Midfielder)",LEE,19,618,0,0,0,4,1,0,0,0,618,6.866666666666666,0.15,0.0,0.58,Leeds United
,James,"James (Reece) Reece James (Chelsea, Defender)",CHE,29,2000,0,2,0,10,81,16,11,1,2000,22.22222222222222,3.64,0.5,0.45,Chelsea
,Janelt,"Janelt Vitaly Janelt (Brentford, Midfielder)",BRE,25,1500,0,0,2,5,37,14,12,3,1500,16.666666666666668,2.22,0.72,0.3,Brentford
,Jensen,"Jensen Mathias Jensen (Brentford, Midfielder)",BRE,36,2296,0,1,1,9,65,19,18,8,2296,25.511111111111113,2.55,0.71,0.35,Brentford
,Jiménez,"Jiménez Álex Jiménez (Bournemouth, Defender)",BOU,31,2337,0,0,0,8,0,0,0,0,2337,25.966666666666665,0.0,0.0,0.31,Bournemouth
,Raúl Jiménez,"Raúl Jiménez Raul Alonso Jimenez Rodriguez (Fulham, Forward)",FUL,36,2236,4,2,6,19,0,0,0,0,2236,24.844444444444445,0.0,0.0,0.76,Fulham
,Johnson,"Johnson (Brennan) Brennan Johnson (Crystal Palace, Midfielder)",CRY,34,1793,0,0,1,4,23,7,4,2,1793,19.92222222222222,1.15,0.2,0.2,Crystal Palace
,Jones,"Jones (Curtis) Curtis Jones (Liverpool, Midfielder)",LIV,34,2023,0,0,1,4,2,0,0,0,2023,22.477777777777778,0.09,0.0,0.18,Liverpool
,João Pedro,"João Pedro João Pedro Junqueira de Jesus (Chelsea, Forward)",CHE,35,2655,0,3,11,17,0,0,0,0,2655,29.5,0.0,0.0,0.58,Chelsea
,Justin,"Justin James Justin (Leeds United, Defender)",LEE,29,1949,0,1,6,12,9,4,1,0,1949,21.655555555555555,0.42,0.05,0.55,Leeds United
,Kadioglu,"Kadioglu Ferdi Kadioglu (Brighton and Hove Albion, Defender)",BHA,37,3149,0,1,0,6,25,5,3,1,3149,34.98888888888889,0.71,0.09,0.17,Brighton and Hove Albion
,Kalimuendo,"Kalimuendo Arnaud Kalimuendo (Nottingham Forest, Forward)",NFO,9,142,0,0,0,1,0,0,0,0,142,1.5777777777777777,0.0,0.0,0.63,Nottingham Forest
,Kamada,"Kamada Daichi Kamada (Crystal Palace, Midfielder)",CRY,28,1918,0,0,0,5,22,3,9,2,1918,21.31111111111111,1.03,0.42,0.23,Crystal Palace
,Kamara,"Kamara Boubacar Kamara (Aston Villa, Midfielder)",AVL,18,1413,0,0,2,2,2,0,0,0,1413,15.7,0.13,0.0,0.13,Aston Villa
,Kanté,"Kanté Mohamadou Kanté (West Ham United, Midfielder)",WHU,11,129,0,0,0,0,0,0,0,0,129,1.4333333333333333,0.0,0.0,0.0,WHU
,Kayode,"Kayode Michael Kayode (Brentford, Defender)",BRE,37,3256,0,0,0,0,0,0,0,0,3256,36.17777777777778,0.0,0.0,0.0,Brentford
,Keane,"Keane Michael Keane (Everton, Defender)",EVE,33,2611,0,3,10,17,0,0,0,0,2611,29.011111111111113,0.0,0.0,0.59,Everton
,Kerkez,"Kerkez Milos Kerkez (Liverpool, Defender)",LIV,34,2310,0,0,0,2,0,0,0,0,2310,25.666666666666668,0.0,0.0,0.08,Liverpool
,Khusanov,"Khusanov Abduqodir Khusanov (Manchester City, Defender)",MCI,21,1451,0,0,2,3,0,0,0,0,1451,16.122222222222224,0.0,0.0,0.19,Manchester City
,Kilman,"Kilman Max Kilman (West Ham United, Defender)",WHU,21,1578,0,0,5,7,0,0,0,0,1578,17.533333333333335,0.0,0.0,0.4,WHU
,King,"King (Joshua) Joshua King (Fulham, Midfielder)",FUL,32,1383,0,0,1,6,0,0,0,0,1383,15.366666666666667,0.0,0.0,0.39,Fulham
,Kluivert,"Kluivert Justin Kluivert (Bournemouth, Midfielder)",BOU,20,1001,0,1,0,6,20,3,5,1,1001,11.122222222222222,1.8,0.45,0.54,Bournemouth
,Kolo Muani,"Kolo Muani Randal Kolo Muani (Tottenham Hotspur, Forward)",TOT,30,1694,0,0,2,7,0,0,0,0,1694,18.822222222222223,0.0,0.0,0.37,Tottenham Hotspur
,Konaté,"Konaté Ibrahima Konaté (Liverpool, Defender)",LIV,36,3088,0,1,9,11,0,0,0,0,3088,34.31111111111111,0.0,0.0,0.32,Liverpool
,Konsa Ngoyo,"Konsa Ngoyo Ezri Konsa Ngoyo (Aston Villa, Defender)",AVL,34,3035,0,0,8,11,0,0,0,0,3035,33.72222222222222,0.0,0.0,0.33,Aston Villa
,Kostoulas,"Kostoulas Charalampos Kostoulas (Brighton and Hove Albion, Forward)",BHA,21,487,0,1,2,5,1,0,0,0,487,5.411111111111111,0.18,0.0,0.92,Brighton and Hove Albion
,Kovacic,"Kovacic Mateo Kovacic (Manchester City, Midfielder)",MCI,6,166,0,0,0,0,0,0,0,0,166,1.8444444444444446,0.0,0.0,0.0,Manchester City
,Ladislav Krejci II,"Ladislav Krejci II Ladislav Krejci (Wolverhampton Wanderers, Defender)",WOL,28,2353,0,1,12,14,0,0,0,0,2353,26.144444444444446,0.0,0.0,0.54,WOL
,Kroupi,"Kroupi Eli Kroupi (Bournemouth, Forward)",BOU,33,1742,2,4,2,14,1,0,0,0,1742,19.355555555555554,0.05,0.0,0.72,Bournemouth
,Kudus,"Kudus Mohammed Kudus (Tottenham Hotspur, Midfielder)",TOT,19,1529,0,0,0,6,49,10,4,1,1529,16.988888888888887,2.88,0.24,0.35,Tottenham Hotspur
,Kusi-Asare,"Kusi-Asare Jonah Kusi-Asare (Fulham, Forward)",FUL,7,98,0,0,0,0,0,0,0,0,98,1.0888888888888888,0.0,0.0,0.0,Fulham
,Lacey,"Lacey Shea Lacey (Manchester United, Midfielder)",MUN,3,54,0,0,0,0,0,0,0,0,54,0.6,0.0,0.0,0.0,Manchester United
,Lacroix,"Lacroix Maxence Lacroix (Crystal Palace, Defender)",CRY,35,3085,0,1,15,23,0,0,0,0,3085,34.27777777777778,0.0,0.0,0.67,Crystal Palace
,Laurent,"Laurent Josh Laurent (Burnley, Midfielder)",BUR,33,1851,0,1,0,6,0,0,0,0,1851,20.566666666666666,0.0,0.0,0.29,BUR
,Lavia,"Lavia Romeo Lavia (Chelsea, Midfielder)",CHE,12,433,0,0,1,1,0,0,0,0,433,4.811111111111111,0.0,0.0,0.21,Chelsea
,Le Fée,"Le Fée Enzo Le Fée (Sunderland, Midfielder)",SUN,36,2951,3,0,0,8,50,16,13,2,2951,32.78888888888889,1.52,0.4,0.24,Sunderland
,Lerma,"Lerma Jefferson Lerma (Crystal Palace, Midfielder)",CRY,31,1805,0,0,7,11,0,0,0,0,1805,20.055555555555557,0.0,0.0,0.55,Crystal Palace
,Lewis,"Lewis Rico Lewis (Manchester City, Defender)",MCI,11,439,0,0,0,1,0,0,0,0,439,4.877777777777778,0.0,0.0,0.21,Manchester City
,Lewis-Potter,"Lewis-Potter Keane Lewis-Potter (Brentford, Defender)",BRE,36,2039,0,1,4,16,2,1,0,0,2039,22.655555555555555,0.09,0.0,0.71,Brentford
,Lewis-Skelly,"Lewis-Skelly Myles Lewis-Skelly (Arsenal, Defender)",ARS,20,786,0,0,0,1,0,0,0,0,786,8.733333333333333,0.0,0.0,0.11,Arsenal
,Luis Guilherme,"Luis Guilherme Luis Guilherme Lira dos Santos (West Ham United, Midfielder)",WHU,5,145,0,0,0,0,0,0,0,0,145,1.6111111111111112,0.0,0.0,0.0,WHU
,Livramento,"Livramento Valentino Livramento (Newcastle United, Defender)",NEW,17,1339,0,0,0,2,0,0,0,0,1339,14.877777777777778,0.0,0.0,0.13,Newcastle United
,Longstaff,"Longstaff (Sean) Sean Longstaff (Leeds United, Midfielder)",LEE,23,1077,0,2,0,5,31,17,16,7,1077,11.966666666666667,2.59,1.34,0.42,Leeds United
,Fernando López,"Fernando López Fernando López (Wolverhampton Wanderers, Midfielder)",WOL,9,276,0,0,0,2,3,0,1,1,276,3.066666666666667,0.98,0.33,0.65,WOL
,Lucca,"Lucca Lorenzo Lucca (Nottingham Forest, Forward)",NFO,4,148,0,0,1,1,0,0,0,0,148,1.6444444444444444,0.0,0.0,0.61,Nottingham Forest
,Lukic,"Lukic Sasa Lukic (Fulham, Midfielder)",FUL,26,1754,0,0,0,1,52,13,7,2,1754,19.488888888888887,2.67,0.36,0.05,Fulham
,Maatsen,"Maatsen Ian Maatsen (Aston Villa, Defender)",AVL,30,1654,0,0,0,12,7,3,1,1,1654,18.377777777777776,0.38,0.05,0.65,Aston Villa
,Mac Allister,"Mac Allister Alexis Mac Allister (Liverpool, Midfielder)",LIV,37,2702,0,2,9,15,11,8,1,0,2702,30.022222222222222,0.37,0.03,0.5,Liverpool
,Igor Jesus,"Igor Jesus Igor Jesus Maciel da Cruz (Nottingham Forest, Forward)",NFO,37,2324,1,2,14,18,0,0,0,0,2324,25.822222222222223,0.0,0.0,0.7,Nottingham Forest
,Maddison,"Maddison James Maddison (Tottenham Hotspur, Midfielder)",TOT,3,67,0,0,0,1,4,1,0,0,67,0.7444444444444445,5.37,0.0,1.34,Tottenham Hotspur
,Madueke,"Madueke Noni Madueke (Arsenal, Midfielder)",ARS,26,1252,0,3,2,11,37,10,0,0,1252,13.911111111111111,2.66,0.0,0.79,Arsenal
,Magassa,"Magassa Soungoutou Magassa (West Ham United, Midfielder)",WHU,22,1041,0,1,0,2,0,0,0,0,1041,11.566666666666666,0.0,0.0,0.17,WHU
,Maguire,"Maguire Harry Maguire (Manchester United, Defender)",MUN,23,1669,0,1,12,14,0,0,0,0,1669,18.544444444444444,0.0,0.0,0.75,Manchester United
,Mainoo,"Mainoo Kobbie Mainoo (Manchester United, Midfielder)",MUN,28,1728,0,0,0,2,1,0,0,0,1728,19.2,0.05,0.0,0.1,Manchester United
,Malacia,"Malacia Tyrell Malacia (Manchester United, Defender)",MUN,3,37,0,0,0,0,0,0,0,0,37,0.4111111111111111,0.0,0.0,0.0,Manchester United
,Malen,"Malen Donyell Malen (Aston Villa, Midfielder)",AVL,21,722,0,2,1,4,3,0,0,0,722,8.022222222222222,0.37,0.0,0.5,Aston Villa
,Reinildo,"Reinildo Reinildo Mandava (Sunderland, Defender)",SUN,25,1974,0,0,0,1,0,0,0,0,1974,21.933333333333334,0.0,0.0,0.05,Sunderland
,Mané,"Mané Mateus Mané (Wolverhampton Wanderers, Forward)",WOL,27,1833,0,0,0,8,29,15,19,8,1833,20.366666666666667,1.42,0.93,0.39,WOL
,March,"March Solomon March (Brighton and Hove Albion, Midfielder)",BHA,4,63,0,0,0,0,0,0,0,0,63,0.7,0.0,0.0,0.0,Brighton and Hove Albion
,Omar Marmoush,"Omar Marmoush Omar Khaled Mohamed Marmoush (Manchester City, Midfielder)",MCI,21,773,0,0,0,5,8,0,0,0,773,8.588888888888889,0.93,0.0,0.58,Manchester City
,Martinelli,"Martinelli Gabriel Teodoro Martinelli Silva (Arsenal, Midfielder)",ARS,30,1180,0,0,4,10,5,1,1,1,1180,13.11111111111111,0.38,0.08,0.76,Arsenal
,Martínez,"Martínez Lisandro Martínez (Manchester United, Defender)",MUN,18,1256,0,0,0,1,0,0,0,0,1256,13.955555555555556,0.0,0.0,0.07,Manchester United
,Masuaku,"Masuaku Arthur Masuaku (Sunderland, Defender)",SUN,3,133,0,0,0,1,0,0,0,0,133,1.4777777777777779,0.0,0.0,0.68,Sunderland
,Mateta,"Mateta Jean-Philippe Mateta (Crystal Palace, Forward)",CRY,32,2244,4,2,6,9,0,0,0,0,2244,24.933333333333334,0.0,0.0,0.36,Crystal Palace
,Mavropanos,"Mavropanos Konstantinos Mavropanos (West Ham United, Defender)",WHU,31,2544,0,3,17,22,0,0,0,0,2544,28.266666666666666,0.0,0.0,0.78,WHU
,Mayenda,"Mayenda Eliezer Mayenda (Sunderland, Forward)",SUN,20,814,0,0,2,6,0,0,0,0,814,9.044444444444444,0.0,0.0,0.66,Sunderland
,Mayers,"Mayers Ezra Mayers (West Ham United, Defender)",WHU,6,145,0,0,0,0,0,0,0,0,145,1.6111111111111112,0.0,0.0,0.0,WHU
,Mazraoui,"Mazraoui Noussair Mazraoui (Manchester United, Defender)",MUN,20,1029,0,0,0,1,0,0,0,0,1029,11.433333333333334,0.0,0.0,0.09,Manchester United
,Mbeumo,"Mbeumo Bryan Mbeumo (Manchester United, Midfielder)",MUN,33,2613,0,1,0,10,49,17,7,1,2613,29.033333333333335,1.69,0.24,0.34,Manchester United
,Mcatee,"Mcatee James Mcatee (Nottingham Forest, Midfielder)",NFO,14,363,0,0,1,2,2,0,0,0,363,4.033333333333333,0.5,0.0,0.5,Nottingham Forest
,McGinn,"McGinn John McGinn (Aston Villa, Midfielder)",AVL,30,2145,0,1,0,8,28,5,10,4,2145,23.833333333333332,1.17,0.42,0.34,Aston Villa
,McNeil,"McNeil Dwight McNeil (Everton, Midfielder)",EVE,22,1196,0,0,0,4,9,3,6,2,1196,13.28888888888889,0.68,0.45,0.3,Everton
,Mejbri,"Mejbri Hannibal Mejbri (Burnley, Midfielder)",BUR,27,1284,0,0,0,7,1,0,5,2,1284,14.266666666666667,0.07,0.35,0.49,BUR
,Merino,"Merino Mikel Merino (Arsenal, Midfielder)",ARS,22,1101,0,2,5,8,0,0,0,0,1101,12.233333333333333,0.0,0.0,0.65,Arsenal
,Milenkovic,"Milenkovic Nikola Milenkovic (Nottingham Forest, Defender)",NFO,38,3375,0,0,11,13,0,0,0,0,3375,37.5,0.0,0.0,0.35,Nottingham Forest
,Miley,"Miley Lewis Miley (Newcastle United, Midfielder)",NEW,23,1527,0,0,3,5,19,3,1,0,1527,16.966666666666665,1.12,0.06,0.29,Newcastle United
,Milner,"Milner James Milner (Brighton and Hove Albion, Midfielder)",BHA,20,842,1,0,1,5,4,2,1,1,842,9.355555555555556,0.43,0.11,0.53,Brighton and Hove Albion
,Milosavljevic,"Milosavljevic Veljko Milosavljevic (Bournemouth, Defender)",BOU,7,377,0,0,1,1,0,0,0,0,377,4.188888888888889,0.0,0.0,0.24,Bournemouth
,Mings,"Mings Tyrone Mings (Aston Villa, Defender)",AVL,17,1327,0,0,6,8,0,0,0,0,1327,14.744444444444444,0.0,0.0,0.54,Aston Villa
,Minteh,"Minteh Yankuba Minteh (Brighton and Hove Albion, Midfielder)",BHA,34,2414,0,1,0,6,32,5,3,1,2414,26.822222222222223,1.19,0.11,0.22,Brighton and Hove Albion
,Mitchell,"Mitchell Tyrick Mitchell (Crystal Palace, Defender)",CRY,38,3248,0,0,0,6,0,0,0,0,3248,36.08888888888889,0.0,0.0,0.17,Crystal Palace
,Mitoma,"Mitoma Kaoru Mitoma (Brighton and Hove Albion, Midfielder)",BHA,25,1746,0,0,0,3,0,0,0,0,1746,19.4,0.0,0.0,0.15,Brighton and Hove Albion
,Savinho,"Savinho Sávio Moreira de Oliveira (Manchester City, Midfielder)",MCI,24,931,0,0,0,5,4,1,0,0,931,10.344444444444445,0.39,0.0,0.48,Manchester City
,Florentino,"Florentino Florentino Ibrain Morris Luís (Burnley, Midfielder)",BUR,31,2136,0,0,1,8,0,0,0,0,2136,23.733333333333334,0.0,0.0,0.34,BUR
,Mosquera,"Mosquera (Cristhian) Cristhian Mosquera (Arsenal, Defender)",ARS,20,1027,0,0,1,1,0,0,0,0,1027,11.411111111111111,0.0,0.0,0.09,Arsenal
,Mosquera,"Mosquera (Yerson) Yerson Mosquera (Wolverhampton Wanderers, Defender)",WOL,27,2142,0,0,15,18,0,0,0,0,2142,23.8,0.0,0.0,0.76,WOL
,Mount,"Mount Mason Mount (Manchester United, Midfielder)",MUN,23,1064,0,1,1,5,10,1,0,0,1064,11.822222222222223,0.85,0.0,0.42,Manchester United
,Mukiele,"Mukiele Nordi Mukiele (Sunderland, Defender)",SUN,32,2779,0,1,6,17,0,0,0,0,2779,30.877777777777776,0.0,0.0,0.55,Sunderland
,Mundle,"Mundle Romaine Mundle (Sunderland, Midfielder)",SUN,14,463,0,0,0,2,1,0,0,0,463,5.144444444444445,0.19,0.0,0.39,Sunderland
,Munetsi,"Munetsi Marshall Munetsi (Wolverhampton Wanderers, Midfielder)",WOL,13,884,0,0,0,2,0,0,0,0,884,9.822222222222223,0.0,0.0,0.2,WOL
,Rodrigo Muniz,"Rodrigo Muniz Rodrigo Muniz Carvalho (Fulham, Forward)",FUL,21,1040,0,1,5,11,0,0,0,0,1040,11.555555555555555,0.0,0.0,0.95,Fulham
,Muñoz,"Muñoz Daniel Muñoz (Crystal Palace, Defender)",CRY,29,2393,0,1,1,10,0,0,0,0,2393,26.58888888888889,0.0,0.0,0.38,Crystal Palace
,Murphy,"Murphy (Jacob) Jacob Murphy (Newcastle United, Midfielder)",NEW,33,1693,0,0,0,8,7,0,2,0,1693,18.81111111111111,0.37,0.11,0.43,Newcastle United
,Mvom Onana,"Mvom Onana Amadou Mvom Onana (Aston Villa, Midfielder)",AVL,25,1778,0,1,4,7,0,0,0,0,1778,19.755555555555556,0.0,0.0,0.35,Aston Villa
,Mykolenko,"Mykolenko Vitaliy Mykolenko (Everton, Defender)",EVE,33,2957,0,0,0,1,0,0,1,1,2957,32.855555555555554,0.0,0.03,0.03,Everton
,Møller Wolfe,"Møller Wolfe David Møller Wolfe (Wolverhampton Wanderers, Defender)",WOL,22,1087,0,0,0,0,3,0,0,0,1087,12.077777777777778,0.25,0.0,0.0,WOL
,Andrey Santos,"Andrey Santos Andrey Nascimento dos Santos (Chelsea, Midfielder)",CHE,27,1314,0,0,1,2,0,0,0,0,1314,14.6,0.0,0.0,0.14,Chelsea
,Thiago,"Thiago Igor Thiago Nascimento Rodrigues (Brentford, Forward)",BRE,38,3282,8,0,9,14,0,0,0,0,3282,36.46666666666667,0.0,0.0,0.38,Brentford
,Ndiaye,"Ndiaye (Iliman) Iliman Ndiaye (Everton, Midfielder)",EVE,32,2783,2,0,1,6,0,0,0,0,2783,30.92222222222222,0.0,0.0,0.19,Everton
,Ndoye,"Ndoye Dan Ndoye (Nottingham Forest, Midfielder)",NFO,24,1219,0,0,1,3,5,1,0,0,1219,13.544444444444444,0.37,0.0,0.22,Nottingham Forest
,Neil,"Neil Dan Neil (Sunderland, Midfielder)",SUN,3,25,0,0,0,0,0,0,0,0,25,0.2777777777777778,0.0,0.0,0.0,Sunderland
,Nelson,"Nelson Reiss Nelson (Brentford, Midfielder)",BRE,10,179,0,0,0,0,0,0,0,0,179,1.988888888888889,0.0,0.0,0.0,Brentford
,Neto,"Neto Pedro Neto (Chelsea, Midfielder)",CHE,34,2628,0,1,0,3,71,13,19,4,2628,29.2,2.43,0.65,0.1,Chelsea
,Netz,"Netz Luca Netz (Nottingham Forest, Defender)",NFO,7,379,0,0,0,0,0,0,0,0,379,4.211111111111111,0.0,0.0,0.0,Nottingham Forest
,Ngumoha,"Ngumoha Rio Ngumoha (Liverpool, Midfielder)",LIV,19,655,0,0,0,1,0,0,0,0,655,7.277777777777778,0.0,0.0,0.14,Liverpool
,Lindelof,"Lindelof Victor Nilsson-Lindelof (Aston Villa, Defender)",AVL,17,980,0,0,3,3,0,0,0,0,980,10.88888888888889,0.0,0.0,0.28,Aston Villa
,Eddie Nketiah,"Eddie Nketiah Edward Nketiah (Crystal Palace, Forward)",CRY,12,483,0,1,0,4,0,0,0,0,483,5.366666666666666,0.0,0.0,0.75,Crystal Palace
,Nmecha,"Nmecha Lukas Nmecha (Leeds United, Forward)",LEE,31,1199,2,2,3,6,0,0,0,0,1199,13.322222222222223,0.0,0.0,0.45,Leeds United
,Norgaard,"Norgaard Christian Norgaard (Arsenal, Midfielder)",ARS,7,141,0,0,0,0,0,0,0,0,141,1.5666666666666667,0.0,0.0,0.0,Arsenal
,Matheus Nunes,"Matheus Nunes Matheus Luiz Nunes (Manchester City, Defender)",MCI,34,2866,0,0,0,1,1,0,0,0,2866,31.844444444444445,0.03,0.0,0.03,Manchester City
,Nwaneri,"Nwaneri Ethan Nwaneri (Arsenal, Midfielder)",ARS,6,203,0,0,0,2,0,0,1,0,203,2.2555555555555555,0.0,0.44,0.89,Arsenal
,Nyoni,"Nyoni Treymaurice Nyoni (Liverpool, Midfielder)",LIV,6,54,0,0,0,0,0,0,0,0,54,0.6,0.0,0.0,0.0,Liverpool
,O'Brien,"O'Brien Jake O&#039;Brien (Everton, Defender)",EVE,37,3125,0,1,5,6,0,0,0,0,3125,34.72222222222222,0.0,0.0,0.17,Everton
,O'Nien,"O'Nien Luke O&#039;Nien (Sunderland, Defender)",SUN,12,602,0,0,2,4,0,0,0,0,602,6.688888888888889,0.0,0.0,0.6,Sunderland
,Odegaard,"Odegaard Martin Odegaard (Arsenal, Midfielder)",ARS,24,1399,0,0,0,1,5,2,6,1,1399,15.544444444444444,0.32,0.39,0.06,Arsenal
,Odobert,"Odobert Wilson Odobert (Tottenham Hotspur, Midfielder)",TOT,24,1054,0,0,0,8,0,0,0,0,1054,11.71111111111111,0.0,0.0,0.68,Tottenham Hotspur
,Okafor,"Okafor Noah Okafor (Leeds United, Midfielder)",LEE,28,1592,0,0,0,8,0,0,0,0,1592,17.68888888888889,0.0,0.0,0.45,Leeds United
,Onyeka,"Onyeka Frank Onyeka (Brentford, Midfielder)",BRE,6,125,0,0,0,0,0,0,0,0,125,1.3888888888888888,0.0,0.0,0.0,Brentford
,Osula,"Osula William Osula (Newcastle United, Forward)",NEW,24,902,0,1,0,4,0,0,0,0,902,10.022222222222222,0.0,0.0,0.4,Newcastle United
,Dango Ouattara,"Dango Ouattara Dango Ouattara (Brentford, Midfielder)",BRE,32,2312,0,2,11,20,28,8,1,1,2312,25.68888888888889,1.09,0.04,0.78,Brentford
,O’Reilly,"O’Reilly Nico O’Reilly (Manchester City, Defender)",MCI,34,2665,0,0,7,13,0,0,0,0,2665,29.61111111111111,0.0,0.0,0.44,Manchester City
,O’Riley,"O’Riley Matt O’Riley (Brighton and Hove Albion, Midfielder)",BHA,6,222,1,0,0,0,2,2,1,0,222,2.466666666666667,0.81,0.41,0.0,Brighton and Hove Albion
,Palmer,"Palmer Cole Palmer (Chelsea, Midfielder)",CHE,26,1964,5,0,0,12,4,0,0,0,1964,21.822222222222223,0.18,0.0,0.55,Chelsea
,Patterson,"Patterson (Nathan) Nathan Patterson (Everton, Defender)",EVE,7,270,0,0,0,0,0,0,0,0,270,3.0,0.0,0.0,0.0,Everton
,Jair,"Jair Jair Paula da Cunha Filho (Nottingham Forest, Defender)",NFO,9,531,0,0,0,0,0,0,0,0,531,5.9,0.0,0.0,0.0,Nottingham Forest
,Pablo,"Pablo Pablo Felipe Pereira de Jesus (West Ham United, Forward)",WHU,14,851,0,0,0,0,0,0,0,0,851,9.455555555555556,0.0,0.0,0.0,WHU
,Pinnock,"Pinnock Ethan Pinnock (Brentford, Defender)",BRE,4,317,0,0,1,1,0,0,0,0,317,3.522222222222222,0.0,0.0,0.28,Brentford
,Pino,"Pino Yeremi Pino (Crystal Palace, Midfielder)",CRY,34,2121,0,1,1,12,41,10,9,3,2121,23.566666666666666,1.74,0.38,0.51,Crystal Palace
,Lucas Pires,"Lucas Pires Lucas Pires Silva (Burnley, Defender)",BUR,20,1437,0,0,0,5,20,3,1,0,1437,15.966666666666667,1.25,0.06,0.31,BUR
,Piroe,"Piroe Joël Piroe (Leeds United, Forward)",LEE,16,349,0,0,0,3,0,0,0,0,349,3.8777777777777778,0.0,0.0,0.77,Leeds United
,Porro,"Porro Pedro Porro (Tottenham Hotspur, Defender)",TOT,34,2805,0,0,0,19,73,23,17,3,2805,31.166666666666668,2.34,0.55,0.61,Tottenham Hotspur
,Potts,"Potts Freddie Potts (West Ham United, Midfielder)",WHU,22,1214,0,0,0,0,25,3,5,1,1214,13.488888888888889,1.85,0.37,0.0,WHU
,Ramsey,"Ramsey (Jacob) Jacob Ramsey (Newcastle United, Midfielder)",NEW,28,1526,0,0,1,8,0,0,0,0,1526,16.955555555555556,0.0,0.0,0.47,Newcastle United
,Reed,"Reed Harrison Reed (Fulham, Midfielder)",FUL,7,127,0,1,0,1,3,2,0,0,127,1.4111111111111112,2.13,0.0,0.71,Fulham
,Reijnders,"Reijnders Tijjani Reijnders (Manchester City, Midfielder)",MCI,28,1675,0,0,0,10,28,8,4,0,1675,18.61111111111111,1.5,0.21,0.54,Manchester City
,Riad,"Riad Chadi Riad (Crystal Palace, Defender)",CRY,9,568,0,0,2,3,0,0,0,0,568,6.311111111111111,0.0,0.0,0.48,Crystal Palace
,Rice,"Rice Declan Rice (Arsenal, Midfielder)",ARS,36,3093,0,0,0,10,95,23,46,12,3093,34.36666666666667,2.76,1.34,0.29,Arsenal
